"Statistic Label","Month","Time Bands","UNIT","VALUE"
"Renewable electricity generation percentage","2020 September","13:00  <  13:30","%","37"
"Renewable electricity generation percentage","2020 September","13:30  <  14:00","%","37"
"Renewable electricity generation percentage","2020 September","14:00  <  14:30","%","37"
"Renewable electricity generation percentage","2020 September","14:30  <  15:00","%","36"
"Renewable electricity generation percentage","2020 September","15:00  <  15:30","%","36"
"Renewable electricity generation percentage","2020 September","15:30  <  16:00","%","35"
"Renewable electricity generation percentage","2020 September","16:00  <  16:30","%","34"
"Renewable electricity generation percentage","2020 September","16:30  <  17:00","%","32"
"Renewable electricity generation percentage","2020 September","17:00  <  17:30","%","32"
"Renewable electricity generation percentage","2020 September","17:30  <  18:00","%","31"
"Renewable electricity generation percentage","2020 September","18:00  <  18:30","%","31"
"Renewable electricity generation percentage","2020 September","18:30  <  19:00","%","31"
"Renewable electricity generation percentage","2020 September","19:00  <  19:30","%","31"
"Renewable electricity generation percentage","2020 September","19:30  <  20:00","%","31"
"Renewable electricity generation percentage","2020 September","20:00  <  20:30","%","32"
"Renewable electricity generation percentage","2020 September","20:30  <  21:00","%","34"
"Renewable electricity generation percentage","2020 September","21:00  <  21:30","%","34"
"Renewable electricity generation percentage","2020 September","21:30  <  22:00","%","36"
"Renewable electricity generation percentage","2020 September","22:00  <  22:30","%","36"
"Renewable electricity generation percentage","2020 September","22:30  <  23:00","%","37"
"Renewable electricity generation percentage","2020 September","23:00  <  23:30","%","37"
"Renewable electricity generation percentage","2020 September","23:30  <  00:00","%","38"
"Renewable electricity generation percentage","2020 October","00:00  <  00:30","%","54"
"Renewable electricity generation percentage","2020 October","00:30  <  01:00","%","54"
"Renewable electricity generation percentage","2020 October","01:00  <  01:30","%","55"
"Renewable electricity generation percentage","2020 October","01:30  <  02:00","%","55"
"Renewable electricity generation percentage","2020 October","02:00  <  02:30","%","56"
"Renewable electricity generation percentage","2020 October","02:30  <  03:00","%","56"
"Renewable electricity generation percentage","2020 October","03:00  <  03:30","%","55"
"Renewable electricity generation percentage","2020 October","03:30  <  04:00","%","55"
"Renewable electricity generation percentage","2020 October","04:00  <  04:30","%","53"
"Renewable electricity generation percentage","2020 October","04:30  <  05:00","%","52"
"Renewable electricity generation percentage","2020 October","05:00  <  05:30","%","51"
"Renewable electricity generation percentage","2020 October","05:30  <  06:00","%","50"
"Renewable electricity generation percentage","2020 October","06:00  <  06:30","%","49"
"Renewable electricity generation percentage","2020 October","06:30  <  07:00","%","48"
"Renewable electricity generation percentage","2020 October","07:00  <  07:30","%","47"
"Renewable electricity generation percentage","2020 October","07:30  <  08:00","%","46"
"Renewable electricity generation percentage","2020 October","08:00  <  08:30","%","45"
"Renewable electricity generation percentage","2020 October","08:30  <  09:00","%","45"
"Renewable electricity generation percentage","2020 October","09:00  <  09:30","%","44"
"Renewable electricity generation percentage","2020 October","09:30  <  10:00","%","44"
"Renewable electricity generation percentage","2020 October","10:00  <  10:30","%","44"
"Renewable electricity generation percentage","2020 October","10:30  <  11:00","%","45"
"Renewable electricity generation percentage","2020 October","11:00  <  11:30","%","45"
"Renewable electricity generation percentage","2020 October","11:30  <  12:00","%","45"
"Renewable electricity generation percentage","2020 October","12:00  <  12:30","%","46"
"Renewable electricity generation percentage","2020 October","12:30  <  13:00","%","46"
"Renewable electricity generation percentage","2020 October","13:00  <  13:30","%","47"
"Renewable electricity generation percentage","2020 October","13:30  <  14:00","%","47"
"Renewable electricity generation percentage","2020 October","14:00  <  14:30","%","47"
"Renewable electricity generation percentage","2020 October","14:30  <  15:00","%","46"
"Renewable electricity generation percentage","2020 October","15:00  <  15:30","%","45"
"Renewable electricity generation percentage","2020 October","15:30  <  16:00","%","44"
"Renewable electricity generation percentage","2020 October","16:00  <  16:30","%","43"
"Renewable electricity generation percentage","2020 October","16:30  <  17:00","%","42"
"Renewable electricity generation percentage","2020 October","17:00  <  17:30","%","41"
"Renewable electricity generation percentage","2020 October","17:30  <  18:00","%","41"
"Renewable electricity generation percentage","2020 October","18:00  <  18:30","%","41"
"Renewable electricity generation percentage","2020 October","18:30  <  19:00","%","43"
"Renewable electricity generation percentage","2020 October","19:00  <  19:30","%","45"
"Renewable electricity generation percentage","2020 October","19:30  <  20:00","%","47"
"Renewable electricity generation percentage","2020 October","20:00  <  20:30","%","48"
"Renewable electricity generation percentage","2020 October","20:30  <  21:00","%","50"
"Renewable electricity generation percentage","2020 October","21:00  <  21:30","%","52"
"Renewable electricity generation percentage","2020 October","21:30  <  22:00","%","54"
"Renewable electricity generation percentage","2020 October","22:00  <  22:30","%","55"
"Renewable electricity generation percentage","2020 October","22:30  <  23:00","%","55"
"Renewable electricity generation percentage","2020 October","23:00  <  23:30","%","55"
"Renewable electricity generation percentage","2020 October","23:30  <  00:00","%","55"
"Renewable electricity generation percentage","2020 November","00:00  <  00:30","%","50"
"Renewable electricity generation percentage","2020 November","00:30  <  01:00","%","50"
"Renewable electricity generation percentage","2020 November","01:00  <  01:30","%","51"
"Renewable electricity generation percentage","2020 November","01:30  <  02:00","%","51"
"Renewable electricity generation percentage","2020 November","02:00  <  02:30","%","51"
"Renewable electricity generation percentage","2020 November","02:30  <  03:00","%","51"
"Renewable electricity generation percentage","2020 November","03:00  <  03:30","%","51"
"Renewable electricity generation percentage","2020 November","03:30  <  04:00","%","51"
"Renewable electricity generation percentage","2020 November","04:00  <  04:30","%","52"
"Renewable electricity generation percentage","2020 November","04:30  <  05:00","%","52"
"Renewable electricity generation percentage","2020 November","05:00  <  05:30","%","51"
"Renewable electricity generation percentage","2020 November","05:30  <  06:00","%","51"
"Renewable electricity generation percentage","2020 November","06:00  <  06:30","%","49"
"Renewable electricity generation percentage","2020 November","06:30  <  07:00","%","48"
"Renewable electricity generation percentage","2020 November","07:00  <  07:30","%","47"
"Renewable electricity generation percentage","2020 November","07:30  <  08:00","%","45"
"Renewable electricity generation percentage","2020 November","08:00  <  08:30","%","45"
"Renewable electricity generation percentage","2020 November","08:30  <  09:00","%","45"
"Renewable electricity generation percentage","2020 November","09:00  <  09:30","%","45"
"Renewable electricity generation percentage","2020 November","09:30  <  10:00","%","45"
"Renewable electricity generation percentage","2020 November","10:00  <  10:30","%","45"
"Renewable electricity generation percentage","2020 November","10:30  <  11:00","%","45"
"Renewable electricity generation percentage","2020 November","11:00  <  11:30","%","45"
"Renewable electricity generation percentage","2020 November","11:30  <  12:00","%","45"
"Renewable electricity generation percentage","2020 November","12:00  <  12:30","%","45"
"Renewable electricity generation percentage","2020 November","12:30  <  13:00","%","45"
"Renewable electricity generation percentage","2020 November","13:00  <  13:30","%","45"
"Renewable electricity generation percentage","2020 November","13:30  <  14:00","%","45"
"Renewable electricity generation percentage","2020 November","14:00  <  14:30","%","45"
"Renewable electricity generation percentage","2020 November","14:30  <  15:00","%","45"
"Renewable electricity generation percentage","2020 November","15:00  <  15:30","%","45"
"Renewable electricity generation percentage","2020 November","15:30  <  16:00","%","44"
"Renewable electricity generation percentage","2020 November","16:00  <  16:30","%","42"
"Renewable electricity generation percentage","2020 November","16:30  <  17:00","%","40"
"Renewable electricity generation percentage","2020 November","17:00  <  17:30","%","39"
"Renewable electricity generation percentage","2020 November","17:30  <  18:00","%","39"
"Renewable electricity generation percentage","2020 November","18:00  <  18:30","%","40"
